Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
6.23606108033674,2.838498014296972,Wednesday,No,26.04060428442477,39.40280386581519,1809.996046340499,7.017217351710816,Off,Off,18.413294848307473,69.1944550218536
5.597540791090719,21.19062203757654,Saturday,Yes,25.68089074314422,59.969085,1653.38817492114,2.001445927919873,Off,On,15.02611081227178,76.89394398579273
12.0,1.1662944028842546,Thursday,No,26.208333611406957,47.38889155078442,1903.690394454764,7.6808950331470465,On,Off,17.833246256756144,70.22670596229167
1.0,15.400915614643946,Friday,No,21.443630465178543,30.368122302193747,1043.2567265886241,5.82324405169564,On,On,23.8302733421024,68.2477530008647
1.0,3.9867305588957502,Thursday,Yes,23.9480857644614,48.87620223666428,1110.164773894886,2.621223552456318,On,On,25.771672625349353,72.80140414941357
7.660497461415056,16.88835401433421,Saturday,Yes,29.998671,38.33874680166923,1884.5897835197827,4.720009242991637,On,Off,13.250362633338188,76.23080515636475
1.7013909420981903,12.848924361823645,Friday,No,27.540465831878734,38.1130739768628,1843.454723731533,5.114974012622351,Off,Off,11.103773795000457,73.52516496244631
12.0,2.0854012540933207,Wednesday,Yes,20.007565,48.47560291082262,1599.9288138210768,7.029173011668665,Off,Off,2.7094519128004677,77.87764103351806
7.296066671882811,13.991415027620155,Sunday,Yes,23.521233866868343,51.71995479958179,1316.6699385346558,3.5528249697138667,On,On,8.553705689309698,99.20112
7.291142877442358,11.535637578837475,Sunday,No,26.54951785753429,52.96478280223269,1139.445616719744,9.0,On,On,4.427051675272206,86.55919931581307
6.093086168849362,23.0,Wednesday,No,20.634974437765916,58.40865802132114,1286.9523039463782,0.745362903990306,Off,On,11.562926320418601,59.46654818224602
4.062148582138654,15.349640556518837,Friday,No,23.18196109990432,30.110984151285475,1039.6758496432515,9.0,Off,On,10.766892378375015,80.59809891502812
1.0,10.148671506731299,Saturday,Yes,22.83503298063733,50.16941659087319,1218.2707059099962,6.084442671880591,Off,On,9.906817662604793,69.24343941216723
7.53868665499811,1.730215118578129,Thursday,No,26.617830919504723,47.510779939818505,1749.118990218129,9.0,Off,On,29.96532733777335,75.8119408049444
1.6840072226713734,16.45748582994483,Saturday,No,25.12124956249597,35.95414859238093,1063.277964417612,8.727454965620101,On,On,26.36215368454858,82.6232190153926
9.843903848871985,7.879406145548094,Saturday,No,22.959179752980816,53.220684814675415,1577.261032848379,2.256077197133209,Off,Off,0.31574983114084,85.58144584761455
5.714041875952502,0.0812036344711915,Sunday,No,27.97109600472632,38.495848011283435,1746.9383051950936,0.0,On,On,21.64532084071628,98.20566589691016
5.0,7.0,Sunday,No,27.70679915382385,53.93455800358025,1377.8253299338817,1.0,On,On,16.88845545692604,87.44813764886523
2.1833669018682764,0.0,Thursday,No,22.986645961507957,46.73898386647372,1241.8846764169566,7.790071007755348,Off,On,2.5235114050235277,80.49191164288366
11.0,5.0,Sunday,Yes,27.3466766449086,37.14763190916758,1994.708771162448,1.0,On,Off,0.006642,87.08321782850729
6.872175373062343,5.091473988388477,Thursday,Yes,24.95699802417845,33.67399174374107,1123.8151461888226,3.7448803322421447,Off,Off,9.48637776786504,74.66902581115117
7.882481999226427,5.346692311366619,Friday,No,28.985893730977626,55.280085386265455,1553.94189875068,6.309655127662445,On,On,2.6850037371089686,74.85154227270453
8.0,6.0,Monday,No,21.717247438261197,53.62322449216803,1758.5676793865275,2.0,On,On,24.417444084046608,61.30906836747484
6.260642503454888,11.671524526405896,Saturday,No,23.95459101638255,47.04665228220549,1656.981417995591,4.608142246314046,On,On,1.4564803576627554,71.90470793414553
4.3471864930280555,22.202817150135438,Friday,No,25.493506828565174,43.87856757866064,1097.9565022235963,0.0,On,On,28.93657736242592,92.44185674570804
8.0,5.0,Sunday,Yes,26.407307908095014,59.12428964781784,1642.6282576451076,5.0,On,Off,1.5861767691382922,83.03530300605742
5.044738259500167,0.5221059329228517,Sunday,No,26.598257724854797,40.439579537931095,1916.2227766636195,7.909033879076198,On,On,2.8583143058921663,83.38634007901062
3.3236665119913256,5.224074688052315,Sunday,No,29.772012093170133,34.494754958671585,1249.4862310423775,3.0745041107118327,Off,On,24.616026666682004,73.63591896725038
7.023390326122585,12.506894208301885,Wednesday,Yes,29.577572559671935,35.86205996035862,1000.5126606747408,6.347693094142491,On,Off,25.389337156997303,89.98537065956569
4.0,16.0,Saturday,Yes,24.853260650536267,40.95512526186074,1276.4026156568334,2.0,Off,Off,0.006642,69.49380122738923
8.517934776534936,0.0,Sunday,No,23.759559956296464,40.76526140787708,1000.5126606747408,9.0,On,On,21.73005394918772,66.45957768335518
3.38279254467227,17.759556220090527,Sunday,No,29.998671,59.969085,1350.483826248258,7.978006575419568,On,On,23.690118894325913,98.25936120121594
1.113299371176712,10.777316639068374,Sunday,Yes,22.17416369676421,34.64789896931273,1158.9078030722521,0.766385508477381,On,On,20.02771880042129,69.38927219871168
9.0,7.0,Tuesday,No,29.729160327384907,57.52765594180436,1842.4350976626647,9.0,Off,Off,18.295418723495864,87.69330679139003
1.0,3.8436940193412594,Tuesday,No,20.008353026193735,45.00866007156651,1186.3536696601561,5.401884915674718,On,On,7.607263487797452,76.00549228205882
1.1490532293283398,19.32166693273425,Monday,No,29.998671,40.51541963744642,1590.9099580705263,5.844855942310752,Off,On,29.514246814120618,76.57188473970612
6.331530479652238,3.54978428016532,Wednesday,Yes,24.852708912235855,59.969085,1499.905363149499,8.449493774528019,On,On,10.177079850640697,66.99998491560433
1.0,11.0,Thursday,Yes,24.9282493096836,31.61775716052685,1203.2590153885794,0.0,Off,Off,9.40050569511912,78.67500496466604
2.6432836207602124,2.7122492136515515,Wednesday,No,21.673145094910282,52.49251060422626,1516.0349356721235,5.88554255260432,Off,On,0.006642,74.30382284563817
9.502341537406217,19.35913460436277,Sunday,Yes,27.889796411798148,44.84137479264063,1361.4432028051986,9.0,Off,Off,23.660003077686056,85.36501273296679
7.034085885696528,4.738299691230056,Monday,No,26.712729636526678,34.433403548317386,1187.6430936408578,5.913999898224309,Off,Off,0.006642,97.42954799004887
1.4530736760541094,7.3520057008270685,Thursday,Yes,25.32678417839863,39.25839757961557,1698.4831797013426,3.353547945146305,Off,On,15.421190171675928,86.12480534287992
1.4259303010497282,12.037376109763791,Monday,No,24.45534339229442,33.8733213497146,1811.3153984066648,2.246767646657214,On,Off,8.873452116936601,81.58033636428168
8.902066442512243,15.093942640938662,Saturday,No,27.53191821618644,42.62986107969471,1818.3139088144446,7.388790636121994,On,On,22.43180350849655,80.9883821377159
1.0,4.0,Tuesday,No,20.26763985609399,58.92163799081712,1086.861527575797,5.0,On,On,17.838245284760543,71.22118707426318
5.0,10.0,Thursday,Yes,27.06250448673375,49.02051865814355,1221.3421079161176,5.0,On,On,15.930640072644431,72.7420239983119
11.332426170243581,21.325097476882448,Friday,No,25.57273071876572,30.01597450346074,1146.1710742934074,7.4428782047514295,Off,On,0.006642,90.91507990284283
11.601033678897442,20.30448325823167,Tuesday,No,28.055505350389954,57.90401957187251,1477.8762648477846,1.2200605385843517,Off,On,8.958811116595998,72.73453458734255
7.802793791809278,20.23993650955955,Thursday,Yes,22.008473909540253,44.39969280910515,1917.9942016462314,2.078660844252161,Off,Off,25.88562509142677,68.66097176333749
3.9041405976801067,0.0,Sunday,No,27.57216520694228,40.851476428343986,1000.5126606747408,7.705435544525507,On,Off,29.96532733777335,76.47256585399558
2.3095972319019236,20.333988223473735,Thursday,No,23.304931011662777,30.09922800773476,1378.6618623422062,2.8271198968649944,Off,On,9.075881021490929,76.43065757645971
1.0,16.666065688810622,Wednesday,Yes,25.7504143455441,55.970012662522265,1259.043895280205,5.759085079648195,Off,Off,20.66911780153794,78.7805903477605
4.0,18.0,Friday,Yes,27.936985593454335,42.9344064920793,1658.4651039306532,8.0,On,Off,0.006642,77.94660873434967
9.0,22.0,Friday,Yes,26.242940321949654,44.265073633833126,1315.4813817748611,8.0,On,On,29.965327,91.6915943491568
12.0,23.0,Monday,Yes,27.389337978115915,40.0165564308387,1436.4803809328346,2.0,On,Off,20.189189138240955,62.97590486535967
8.535319394282075,0.0,Saturday,No,22.587915125565292,53.46134355139317,1935.827180621195,3.511893430788356,On,On,19.216152644593375,73.47091570782322
10.164586742043277,21.340834041414183,Monday,Yes,25.09328523067235,49.08499364680244,1315.141541026604,1.2167850794544832,Off,On,0.5691227674976362,56.26687508272747
10.061026145873319,17.9134527280146,Sunday,Yes,23.139707066651688,47.567838254844474,1341.5227681145109,1.2097396930840976,Off,On,5.198904002348819,64.92029845198297
5.0,13.0,Tuesday,Yes,26.39822628365102,40.08315174450227,1854.5353182362096,4.0,Off,Off,22.83497547032013,69.91241750846201
12.0,15.268767317114902,Tuesday,No,28.407193810402582,57.98827287856296,1344.611079558465,0.5798485253157779,Off,Off,23.066095497627725,78.91647634802854
10.0,22.0,Friday,No,26.669346272879537,51.25038746925719,1485.1035077639217,9.0,Off,Off,27.96180529461593,74.62701974045702
2.7353889472762747,0.0,Friday,Yes,26.934713474355913,30.01597450346074,1890.8572323250241,0.0,On,On,13.996983444527434,81.74373765646104
6.378449346782641,12.640003845986335,Thursday,No,27.545631139477486,43.44801826179329,1692.12933239771,6.472065146290314,On,Off,12.908086286492596,73.61800345915634
1.5346672252199558,6.887368420815402,Sunday,Yes,24.335646346127334,45.943294280166214,1000.5126606747408,1.841562323362649,On,Off,8.138045387213886,92.17963855131661
2.335269130715437,7.685145780684396,Friday,Yes,20.007565,30.01597450346074,1188.9788668860517,5.989959391190681,Off,Off,29.96532733777335,73.41370025645048
1.4636590461722825,3.927539660729784,Thursday,No,22.79527958382863,56.99498506413411,1563.5806413879752,2.1629377415640425,Off,Off,14.722832718663026,87.18714053719148
8.760537334814641,5.272330068653213,Sunday,No,27.903416242747127,30.01597450346074,1854.5120655157582,8.909122656935688,On,On,16.13143479978543,66.18771496620944
7.43759695193916,7.120709574016989,Friday,No,23.668390904827916,38.35905594199159,1541.1885974299237,8.045940786129567,Off,On,23.056087553503875,65.17510260579108
8.0,19.0,Tuesday,Yes,23.08480338588957,31.161902903589617,1354.5934784339804,8.0,Off,Off,5.286068688959241,60.950019509616695
5.6559719501628996,17.399336473469397,Thursday,No,26.133202570087096,41.804430151426835,1521.1723962817132,4.3465384839636725,Off,Off,10.334638560268322,83.32628956803202
3.5416724437477174,9.046935805333849,Wednesday,No,21.283023867163784,40.59786283701806,1709.1953002462258,0.0,Off,Off,26.774611054060497,69.36063835109243
9.978724775150269,18.45340464206305,Thursday,Yes,24.414205104517865,59.33279645778713,1329.1467775644714,1.1862961628599706,On,On,18.90418322949762,57.97385081471416
11.015287863605316,5.162541050194711,Saturday,Yes,24.114347620530765,49.57947842620325,1677.5026557246865,4.398504027857171,On,Off,21.03006488418594,53.263278
4.429355317550744,3.9722120496342663,Friday,No,21.65163233029372,54.7272853842628,1544.6462967289453,0.7908023667328843,On,Off,18.609813143613867,75.73494792509776
2.0,0.0,Tuesday,No,29.966554387641963,40.787982712146935,1770.7187332658343,9.0,Off,On,27.68349878479215,85.17024089526305
3.4043309569893,4.611969056432844,Wednesday,No,24.154657454071597,32.66288946767884,1500.4972042713785,6.328467442396831,Off,On,8.17727824291081,66.85928026732404
7.610131351366768,2.2247996191271713,Monday,Yes,29.978308324235954,30.01597450346074,1990.9875964042653,1.4649158757455352,On,Off,20.609758719735733,94.61981352391072
8.21168803024158,9.921351381274443,Tuesday,Yes,23.85191267805488,59.969085,1000.5126606747408,2.948260888835425,Off,On,3.8658577351946812,77.90612263180563
1.0,2.6948614510161333,Thursday,No,20.007565,48.32405962283818,1913.150448374118,6.61381443569671,On,On,27.11834086140021,69.40799908990611
8.67041069181716,0.3033396263306072,Friday,No,29.23483547774138,48.94015318860346,1999.982252131635,7.073027257005324,On,Off,0.3398843276501983,89.14798003425432
12.0,17.67237248886964,Saturday,No,26.73889399884658,56.72028348934754,1358.1101640987742,3.0814112089175243,Off,On,17.388651109325746,89.15120379345926
11.0,10.0,Wednesday,Yes,26.45094907273473,30.015975,1287.0849195658664,7.0,On,Off,22.88136578160304,78.77035587070681
12.0,22.0,Saturday,Yes,25.9143576750096,41.78955649700933,1699.2384348339724,7.0,Off,On,0.006642,82.84107349272873
11.481379777112844,23.0,Saturday,Yes,24.682020182054778,42.85216946721614,1690.2629920670597,9.0,Off,On,0.006642,71.94056115066043
11.0,22.0,Monday,No,26.43139137746916,55.923542041278566,1602.5994431254155,7.0,Off,On,16.879850743400464,82.23464245176075
11.0,3.0,Thursday,No,25.897630137172342,46.822381268478,1577.5651334196111,2.0,On,Off,0.006642,93.62627663669672
5.442668670458627,6.581291289963074,Thursday,No,22.30658405519782,49.95386077954392,1077.0385820782226,6.212288136442534,On,Off,9.473009676734891,81.92200493048755
3.8223934997452225,5.367079827536321,Tuesday,Yes,25.987582169450956,58.30822826056291,1375.0185767891958,3.9104784574602443,Off,On,29.248197646209235,91.25345471712083
6.187340982096623,21.129070294123437,Wednesday,Yes,22.400262021732676,32.92630013099727,1182.8478829513535,8.516922993860604,On,On,0.006642,82.7603317742826
12.0,21.731363382860817,Monday,No,22.212811813864867,53.94982258814221,1424.5733186455755,2.597081359472698,Off,Off,21.67206270828994,59.808036191541234
11.071304459173005,0.0,Sunday,Yes,27.837352008884388,30.615348290478334,1810.065938161024,1.51221535808206,On,Off,11.499674063810915,88.66355076701554
2.605729738236847,10.619469164098298,Tuesday,Yes,29.998671,45.22380888793165,1000.5126606747408,5.154047173864014,On,On,0.006642,75.94557040121151
5.355034082359907,7.803813192714352,Sunday,Yes,20.007565,47.96843421455527,1000.5126606747408,8.487554050450141,Off,On,9.239104411077902,63.55510230639837
8.643046575351288,7.478101197948395,Monday,Yes,20.007565,30.113148708338606,1999.982252131635,2.153033656425836,Off,On,25.217088843680926,72.7793116179829
4.332473775590671,7.649267933035393,Thursday,Yes,24.264597315689475,45.48607035853641,1936.601878529637,4.140433729849184,On,On,29.26073119415601,75.48744123113624
4.0,1.0,Wednesday,No,20.148289452872618,46.10712941635188,1767.5645065193148,5.0,On,On,5.7101652415497615,68.2559807995899
3.8608281528838915,18.970376614605186,Sunday,Yes,20.749274823170275,43.951527727311245,1440.5707985122935,0.0,Off,Off,0.006642,74.66894893652963
4.0,20.0,Saturday,No,20.007565,44.62083528574077,1492.0329646524262,5.0,Off,Off,11.988400569319383,70.61293584474167
4.925667963792721,19.841443120334578,Wednesday,Yes,22.052011332739355,53.1734057671145,1260.8036976005392,7.612839924067123,Off,On,29.284205423475246,74.89479890157155
12.0,7.0,Friday,Yes,25.30401028445745,35.94600574225952,1193.509936672595,5.0,On,Off,6.160403604360567,69.83308921847974
4.275101818118014,8.957065719271155,Wednesday,Yes,26.95326996213055,59.969085,1508.595274034636,6.662804070186581,On,On,15.422639844360727,86.18235819422321
1.0,10.0,Wednesday,No,23.28766174514709,47.40206509740008,1586.373926537733,4.0,Off,Off,0.4815334516604985,62.74215841892026
5.324730903301066,20.11828491856321,Saturday,No,21.236716501791157,45.439937522294436,1873.608501355513,8.750464293607811,On,Off,24.183106724551795,67.34331151534656
2.8301451571665717,1.1450441957690625,Monday,No,25.79750250029516,47.53789007795613,1726.0098887142317,1.0824260045876988,On,Off,1.5420858336178898,75.56674988394833
7.668811469553768,17.024894340886444,Saturday,No,21.813807535336682,56.4922788132596,1319.8818595397272,7.080359163084041,Off,On,9.332416150144496,59.28052865555104
11.0,20.0,Friday,Yes,28.96153162891008,59.8198271687759,1490.8344947242958,6.0,Off,On,0.006642,97.11533195613848
8.0,18.0,Friday,Yes,26.76522607168293,39.06128977711453,1380.439958864025,9.0,On,Off,29.965327,81.1705517638173
9.421868830548938,10.60542922218562,Sunday,Yes,28.41891653147829,30.335788408875178,1421.4003610062032,2.0140421107238984,On,Off,0.006642,92.14055037830778
10.735379448755774,12.325760470931147,Saturday,No,20.28974315232219,59.72166677201316,1417.2015627679284,3.340198879830153,Off,Off,16.80365195922245,59.078412588760216
7.0,7.0,Monday,No,22.38165737528928,42.61786606785973,1673.6126437396658,0.0,Off,On,1.9304795950902525,61.82013285583329
1.0,19.598841748473518,Wednesday,No,25.470150305103186,30.63127964175877,1731.949184099342,7.432001159796216,On,On,29.171402947973736,98.3397929753838
4.741759157518899,23.0,Tuesday,Yes,27.906713192187112,49.26640150626679,1713.5348951769627,0.0,On,On,21.639625950780534,95.61857493548074
10.0,2.0,Tuesday,No,29.998671,50.26318236055628,1000.512661,1.0,On,On,10.758961066541014,86.68209200190336
8.469183151226265,15.119293012667914,Thursday,Yes,20.007565,37.86611847131988,1216.984404658984,8.895063272751258,On,On,26.58149789190448,61.880229486979395
5.0,22.0,Monday,No,24.060303847290506,30.015975,1837.2587441782491,9.0,On,Off,19.69211136450347,66.60489228637483
1.074112603752335,10.63937356975477,Monday,Yes,28.698783625336066,33.26598920758074,1696.0019215840068,0.0,On,On,7.157391448607723,84.78762587173209
2.7755698388647816,0.6932770053216111,Tuesday,Yes,27.00662275522192,45.73909582436098,1808.9449065225774,5.110974568799424,On,Off,19.63211845292129,73.86405714994231
12.0,18.422934605176923,Thursday,No,23.870736219980774,30.853736986540575,1279.6977703712773,4.589349094181921,On,Off,0.006642,63.42498624823365
1.0,13.403248169258795,Thursday,Yes,22.69170333369137,41.773866307965044,1345.4606650678038,7.345684787889786,Off,On,29.96532733777335,74.47771937399101
1.0,9.577259142870632,Friday,No,29.321700138028646,48.60185812016935,1075.8504967884305,9.0,On,Off,5.978866969135457,83.58722044040357
1.0,15.0,Monday,No,22.994690388903106,41.89126959739028,1767.1412784460065,7.0,Off,On,16.616608125909263,72.97899309283271
9.831791864308215,17.424930072553924,Saturday,No,24.81800491292256,48.866970523409805,1182.5595846692759,1.3963749325915018,Off,Off,5.660835215213197,67.2972808995791
11.0,8.0,Thursday,No,23.36289544148333,33.858582334153176,1837.2945433223788,5.0,Off,Off,0.7586274434499212,66.55100285498607
9.03377390868168,14.173806654468827,Monday,Yes,20.966275543514673,47.55764388422737,1176.4073728604317,7.721261474142899,Off,Off,12.033635588964154,87.05986645032549
10.2585299237821,15.339635226452444,Saturday,No,20.007565,56.67914951125106,1150.93277112324,4.545272691573777,Off,Off,10.320704234382227,65.90387176056392
10.0,9.0,Friday,No,27.44238960829805,42.1428712523821,1704.629446753368,5.0,Off,On,7.364104386573647,67.33136207724891
2.2874950034865615,2.596669314779717,Friday,Yes,21.648369271357243,49.32517965345558,1877.536474935202,3.6310671702225408,On,On,26.60447931799571,72.05258589032817
7.621535804214274,17.181469503771847,Monday,Yes,24.318373668520902,32.25791018869781,1249.0176442068475,4.428480005601959,On,Off,4.308010757153733,72.22632375328863
3.8990318674660314,16.863219948747105,Monday,No,29.988474778932055,59.3267138837311,1939.8300228300518,3.796006382786396,Off,On,29.96532733777335,77.80963842190513
5.0,15.0,Sunday,No,20.007565,30.015975,1038.8022043604367,2.0,Off,On,7.930318480042306,70.43313844407176
8.130657875456802,20.038483461367917,Sunday,No,25.59925822535345,50.97604681889682,1042.8091543050582,3.3415795153386205,Off,On,10.928986666691763,71.51753949072581
4.899827167182746,16.1386379693273,Monday,Yes,22.972958585640736,30.01597450346074,1094.5381845471827,9.0,On,On,10.832520622965768,79.27360725532402
1.0,11.74838556040202,Tuesday,Yes,25.460296325632854,50.52047714136864,1645.7150803274494,7.349553324467744,On,On,0.006642,84.87995807998685
10.546029600013433,21.832106783650904,Saturday,No,25.303439641025733,51.17509638059039,1772.2434554568238,1.2642679875369076,On,On,10.328925116864133,74.94527572674369
6.357333934082624,13.481895068467693,Friday,No,24.854196837399847,43.42783160140973,1336.4779381222015,5.4620104530544955,Off,Off,0.006642,89.0395102915222
11.969424884652437,0.2544118948219487,Saturday,Yes,21.728108732332714,44.68137543496855,1482.614849989433,4.707184541719631,On,Off,4.089681972514439,73.94879786817455
1.0,8.710993146156401,Friday,Yes,29.5306233801723,59.2064000597334,1999.982252131635,3.8178839452161317,On,On,29.03274473528436,81.5808936649462
11.405550845131303,12.200619331277698,Wednesday,Yes,21.18771212429463,48.96270565196217,1546.9265997791972,6.954158102176078,On,On,3.6065738683861817,71.69471070354474
10.982339363590079,6.222041394844949,Wednesday,Yes,29.07843093180446,44.25244038219407,1918.1606430496456,9.0,Off,On,27.197655895893526,86.16177756080661
11.598944013732929,21.960851665112763,Monday,Yes,25.28553947194356,37.47430457882884,1999.982252131635,8.723487594118337,On,On,9.385736111454955,80.43612074810001
1.4996176384504145,23.0,Friday,No,20.124054081186788,53.183386607544236,1000.5126606747408,5.323454506383134,On,On,26.244791876520196,64.93089152710519
3.988367352228064,7.9764704694499144,Sunday,Yes,24.03181831910922,59.969085,1638.8869344316195,9.0,Off,On,22.074997753302398,53.263278
3.8943275022848476,11.076281235362854,Sunday,Yes,24.651344386879174,56.596991176928064,1603.739686900953,0.40213445808012294,On,Off,22.128078735601996,85.65560471963282
7.8540943693086565,17.256895607658148,Friday,Yes,20.007565,48.54942806765629,1999.982252131635,0.6486196210585671,On,On,21.171844685030077,55.51714486921835
4.366097390278412,19.10474237241517,Thursday,No,27.59436907188726,55.25310881878488,1220.7121830477656,1.9156575489333916,On,Off,14.650705412139178,68.77692812076528
11.751746655243805,22.272401364043084,Thursday,No,25.402716604964812,49.35698683923311,1944.9412353696302,3.59593758979583,Off,Off,2.344260159083093,67.56551120553564
1.0,17.909616546055023,Friday,No,24.251326880998878,40.27447087368528,1502.6327661552925,4.523711896344578,Off,Off,17.76009313237923,67.7097939108919
7.0,15.0,Wednesday,No,20.273165242457168,53.99489724514494,1333.2508900680064,7.0,Off,On,6.690321510927175,67.67399832177449
11.340629773843743,23.0,Monday,Yes,29.62010653484724,36.412480500113716,1307.4991640209428,1.9839279214297123,On,Off,22.350304756440416,61.768962238284274
7.0,10.0,Monday,No,23.51970892783884,41.42150039303869,1933.7221502876516,8.0,On,Off,24.62750134879221,84.12873325084495
6.034552825749508,15.542969287990497,Wednesday,Yes,28.386948240765182,50.88144228396515,1700.081870915379,7.928323463571761,Off,On,15.56234054082068,93.8678491602756
9.585883707491083,16.113369144579835,Friday,No,20.007565,34.23016419815731,1775.4115096317503,5.485343646339228,Off,On,21.801894969616136,68.96025891427037
5.176176793953169,11.167931372632975,Thursday,No,22.043835002908633,50.994139869383105,1383.4790108575698,8.345740822284528,Off,On,28.647906929155255,76.67220150968485
12.0,6.295415908893029,Tuesday,No,29.998671,44.55066974147861,1506.9284019043896,1.3949403105453346,On,Off,16.936638743487595,73.72086358426232
9.978753787912414,13.326408702241848,Wednesday,Yes,27.616878912945563,30.36224249987193,1443.8623880827106,9.0,On,Off,14.075047521332356,82.37417772901455
1.0,18.616822012901558,Tuesday,No,21.473579350442797,49.47079949353489,1698.8776761164902,1.314419077681799,On,Off,20.99628454824257,58.289270408290065
12.0,7.590038276912416,Sunday,No,26.074516999792166,37.48574948906918,1216.2237438337938,4.597708027143358,On,Off,28.56406132845624,81.40850106541497
7.255080943271558,17.05219396004128,Monday,No,24.79366011990413,40.495774884694214,1703.2232620672587,0.0,Off,On,11.701695378002029,74.33901729188904
6.678333194854815,15.938484923844113,Tuesday,No,23.77716222247186,59.969085,1475.9678383745372,8.362957454791609,Off,Off,5.427485007463466,71.59227893086164
5.902676220948061,8.973237922645117,Sunday,No,21.89775692770453,43.40056097022937,1215.2202208660924,4.289959256638347,Off,Off,16.81709958850894,65.86895542033542
5.0,11.0,Sunday,Yes,21.043171882310396,36.58084898785617,1143.2490975566463,6.0,Off,Off,29.965327,61.91559660038911
1.0,8.16234467581555,Monday,No,21.521301644806755,51.39196742204896,1735.453948355937,6.714914741903553,Off,Off,23.56438826943986,61.93398816898254
12.0,21.232635173497695,Sunday,No,21.65247496677387,37.99518078590316,1595.4116719909075,1.674382588281357,On,On,10.320364692421773,68.203563845969
3.0,13.0,Sunday,No,24.552053130471364,37.923371284843874,1306.7945618207054,7.0,Off,Off,29.965327,77.72504272554569
7.962990812015244,9.623016934584324,Wednesday,No,28.876250717492585,42.73224854208041,1533.5669955811793,7.743587691639405,On,On,18.8184873703057,81.19060768940216
1.0,15.593945368732477,Friday,No,26.423650906699898,56.66665801211017,1032.1779243830001,4.161095847680633,Off,On,13.345046604045084,77.3368899579452
4.0,14.0,Saturday,Yes,26.088571638423183,48.70827288529691,1568.0670328384892,5.0,Off,On,20.45298021322919,92.44518529695728
4.0936399753412696,0.8875594863832865,Sunday,No,29.94196283804205,41.771291162318654,1588.4133572707162,3.3768722595614813,On,On,14.07974536339432,99.20112
2.5622595551529774,8.422512784623628,Friday,No,24.761853908272272,42.18558096330056,1442.4268157921963,0.25865201589784237,On,Off,16.012221179817008,77.90306149185923
1.0,20.55512423246846,Monday,No,29.998671,36.09011090447676,1187.2076548871978,0.7648522212343527,On,Off,24.651963147358707,83.25176008014603
2.3118766131104054,14.486435332804797,Thursday,Yes,28.475522451861288,43.40480571325162,1497.1017428873645,8.263020819263318,On,On,29.96532733777335,86.28354079588932
8.369731806153373,8.574747270959318,Thursday,No,26.58003649025936,39.385876781067886,1346.2847169001143,4.62488563253942,Off,On,18.380523584755803,91.53161220688898
12.0,20.0,Friday,No,26.986393172372967,55.74634492261907,1563.1244079232345,1.0,Off,On,27.659717706031195,79.33483356260274
9.01557048276053,19.380014689422882,Wednesday,No,29.013827924543886,59.969085,1514.2713014622398,0.5629318512410305,Off,On,18.86324901235125,81.56821674895349
1.0,23.0,Saturday,No,28.154645273051432,37.79896154564941,1874.1960817200381,2.421336300513721,Off,Off,4.136419118474215,72.62336869646234
12.0,19.0,Sunday,No,20.92971876231645,49.54838380319455,1919.4725321496007,4.0,On,On,0.006642,71.10745011050304
12.0,9.561673657357101,Sunday,Yes,23.133564321845224,59.242702216197316,1338.0293386512003,0.0,On,On,2.5593507892978034,83.54995487683725
